,num__RI,num__Na,num__Mg,num__Al,num__Si,num__K,num__Ca,num__Ba,num__Fe
BW-FP,0.3909979754236821,-0.601919813804236,1.8533735404633669,-1.7401277379078828,0.2956025422843024,0.21409772152299086,-0.09686499095564209,0.4477126507846415,0.3129508399822519
BW-NFP,0.24737924202819234,-0.8040844520350018,-0.31221399160794827,-0.2873412019592318,-0.4939681351090113,0.31937259380154825,-0.5021708082417736,0.04462642126399924,0.5563109512730903
VW-FP,-1.6253179056657459,-0.40406979505891805,0.9534171807766804,-1.5110860177761678,-1.2804144839211915,-0.6462282184677652,0.6326282624470028,-0.15997012888136855,0.29072576823575685
containers,-0.3119373897686316,-0.9039577098577533,-1.1474139228741178,1.729154950396207,-0.2091392109202991,0.9230660718031057,0.6077413651457311,-0.14803180344644293,0.25882981545318845
headlamps,1.4740850890078259,1.1469583359310997,-1.1650079212520403,1.2667061236363388,1.2517733767830455,0.9218082053726457,-0.9532337115998568,0.9364018732873111,-0.4066200792380382
tableware,-0.17520701102532002,1.5670734348248092,-0.18215488550594117,0.5426938836107397,0.4361459108831519,-1.7321163740325252,0.3118998832045386,-1.1207390130081416,-1.0121972957062495
